what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046575504
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281046575536
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046576721
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046577882
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1281046577900
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281046581274
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281046597671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046598860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046602964
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1281046604209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046627001
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046627305
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046639670
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046643035
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281046643053
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1281046644712
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046652020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046652092
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1281046654014
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281046658266
executed,command,net.genady.rmi,2.1.0.v20081001,"net.genady.rmi.launching.shortcut.run",1281046660981
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046662420
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046666670
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046666852
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046670100
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1281046670116
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281046695326
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281046695517
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046701788
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046701961
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046702121
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046702396
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281046702541
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046710195
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046710246
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1281046712220
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281046717121
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046730824
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046732901
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1281046732919
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281046733325
